District,Mandal,RBK,QTY(MTs),No Of Farmers,Amount(Rs),Season
VIZIANAGARAM,MAKKUVA,S.PEDDAVALASA,41.5,1,76775,Rabi_2020
VIZIANAGARAM,GAJAPATHINAGARAM,SITHARAMPURAM,139,3,257150,Rabi_2020
VIZIANAGARAM,GARIVIDI,KONDAPALEM2,187.5,9,346875,Kharif_2020
VIZIANAGARAM,MAKKUVA,SARAIVALASA,92,1,170200,Kharif_2020
VIZIANAGARAM,PARVATHIPURAM,TALLABURIDI,255,5,471750,Kharif_2020
VIZIANAGARAM,NELLIMARLA,SEETHARAMUNIPETA,5,1,9250,Kharif_2020
VIZIANAGARAM,PACHIPENTA,PANCHALI,457,5,845450,Rabi_2020
VIZIANAGARAM,SEETHANAGARAM,TAMARAKANDI,16.5,2,30525,Kharif_2020
VIZIANAGARAM,KURUPAM,KURUPAM1,66,2,122100,Kharif_2020
VIZIANAGARAM,BALIJIPETA,MIRTHIVALASA,38,1,70300,Kharif_2020
VIZIANAGARAM,BALIJIPETA,GANGADA,4354.5,181,8055825,Kharif_2020
VIZIANAGARAM,PACHIPENTA,KOTIKIPENTA,2680,65,4958000,Kharif_2020
VIZIANAGARAM,PACHIPENTA,GURUVUNAIDUPETA,2882.5,65,5332625,Kharif_2020
VIZIANAGARAM,DENKADA,BODDAVALASA,379,22,701150,Kharif_2020
VIZIANAGARAM,GARIVIDI,KUMARAM,835.5,36,1545675,Kharif_2020
VIZIANAGARAM,GAJAPATHINAGARAM,M.KOTHAVALASA,1002.5,45,1854625,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,CHELLAPURAM,533.5,16,986975,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,RAVIVALASA,2796.5,88,5173525,Kharif_2020
VIZIANAGARAM,MAKKUVA,S.PEDDAVALASA,196.5,5,363525,Kharif_2020
VIZIANAGARAM,THERLAM,CHEEKATIPETA,1182.5,37,2187625,Kharif_2020
VIZIANAGARAM,MAKKUVA,TURUMAMIDI,668.5,18,1236725,Kharif_2020
VIZIANAGARAM,BOBBILI,RANGARAYAPURAM,83,12,153550,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,JANNIVALASA,927,37,1714950,Kharif_2020
VIZIANAGARAM,GURLA,PALLIGANDREDU,521,23,963850,Kharif_2020
VIZIANAGARAM,GURLA,JAMMU,2603.5,139,4816475,Kharif_2020
VIZIANAGARAM,SEETHANAGARAM,GADELAVALASA,313.5,25,579975,Kharif_2020
VIZIANAGARAM,THERLAM,VIZIARAMPURAM,1038.5,26,1921225,Kharif_2020
VIZIANAGARAM,THERLAM,MRAGRAHARAM,860,33,1591000,Kharif_2020
VIZIANAGARAM,BOBBILI,M.BURJAVALASA,184.5,4,341325,Kharif_2020
VIZIANAGARAM,PUSAPATIREGA,VEMPADAM,847,21,1566950,Rabi_2020
VIZIANAGARAM,GURLA,NADUPURU,1210,15,2238500,Rabi_2020
VIZIANAGARAM,GARIVIDI,KONDASAMBHAM,837.5,16,1549375,Rabi_2020
VIZIANAGARAM,NELLIMARLA,ALUGOLU,619.5,15,1146075,Rabi_2020
VIZIANAGARAM,GURLA,PEDDABANTUPALLI,1515,20,2802750,Rabi_2020
VIZIANAGARAM,PUSAPATIREGA,GOVINDAPURAM,430,10,795500,Rabi_2020
VIZIANAGARAM,GURLA,GUDEM,160.5,2,296925,Rabi_2020
VIZIANAGARAM,MAKKUVA,D.SIRLAM,389.5,17,720575,Kharif_2020
VIZIANAGARAM,GURLA,PALAVALASA,20,1,37000,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,GOLLAPETA,862.5,26,1595625,Kharif_2020
VIZIANAGARAM,GARIVIDI,KAPUSAMBHAM,233.5,9,431975,Kharif_2020
VIZIANAGARAM,SALUR,ANNAMRAJUVALASA,70,2,129500,Kharif_2020
VIZIANAGARAM,THERLAM,KUSUMURU,154.5,12,285825,Kharif_2020
VIZIANAGARAM,SALUR,PEDAPDAM,3,1,5550,Kharif_2020
VIZIANAGARAM,THERLAM,GANGANNAPADU,23,2,42550,Kharif_2020
VIZIANAGARAM,MAKKUVA,DABBAGEDDA,68,3,125800,Kharif_2020
VIZIANAGARAM,PARVATHIPURAM,MULAGA,75,3,138750,Kharif_2020
VIZIANAGARAM,PUSAPATIREGA,CHOUDUVADA,86.5,1,160025,Rabi_2020
VIZIANAGARAM,PUSAPATIREGA,GOVINDAPURAM,34,1,62900,Kharif_2020
VIZIANAGARAM,PUSAPATIREGA,PATHIVADA,55,1,101750,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,CHEEPURUPALLI1,123,1,227550,Rabi_2020
VIZIANAGARAM,RAMABHADRAPURAM,RAMABHADRAPURAM1,254,5,469900,Kharif_2020
VIZIANAGARAM,SALUR,SIVARAMPURAM,2121.5,71,3924775,Kharif_2020
VIZIANAGARAM,DENKADA,MOPADA,764,19,1413400,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,BHYRIPURAM,77,4,142450,Kharif_2020
VIZIANAGARAM,BALIJIPETA,GALAVILLI,5535,207,10239750,Kharif_2020
VIZIANAGARAM,MAKKUVA,PANASABHADRA,788.5,22,1458725,Kharif_2020
VIZIANAGARAM,BALIJIPETA,AMPAVALLI,1299,38,2403150,Kharif_2020
VIZIANAGARAM,SALUR,PEDABORABANDA,679.5,33,1257075,Kharif_2020
VIZIANAGARAM,THERLAM,KORATAM,1044.5,43,1932325,Kharif_2020
VIZIANAGARAM,GARIVIDI,VEDULLAVALASA,3261.5,61,6033775,Rabi_2020
VIZIANAGARAM,KOMARADA,GUNANUPURAM,521,8,963850,Rabi_2020
VIZIANAGARAM,GURLA,VALLAPURAM,962.5,33,1780625,Rabi_2020
VIZIANAGARAM,MERAKAMUDIDAM,BUDARAYAVALASA,402,6,743700,Rabi_2020
VIZIANAGARAM,MAKKUVA,MARKONDAPUTTI,413,3,764050,Rabi_2020
VIZIANAGARAM,CHEEPURUPALLI,RAVIVALASA,980,24,1813000,Rabi_2020
VIZIANAGARAM,GAJAPATHINAGARAM,ZINNAM,445.5,24,824175,Kharif_2020
VIZIANAGARAM,PACHIPENTA,KESALI,1030.5,24,1906425,Kharif_2020
VIZIANAGARAM,PUSAPATIREGA,CHOUDUVADA,71.5,2,132275,Kharif_2020
VIZIANAGARAM,DENKADA,AMAKAM,251.5,13,465275,Kharif_2020
VIZIANAGARAM,THERLAM,LOCHERLA,249,11,460650,Rabi_2020
VIZIANAGARAM,BOBBILI,CH.BODDAVALASA,616,25,1139600,Kharif_2020
VIZIANAGARAM,PUSAPATIREGA,GUMPAM,154.5,4,285825,Rabi_2020
VIZIANAGARAM,PACHIPENTA,MOSURU,796.5,12,1473525,Rabi_2020
VIZIANAGARAM,PACHIPENTA,GURUVUNAIDUPETA,674.5,8,1247825,Rabi_2020
VIZIANAGARAM,GURLA,NAGALLAVALASA,264.5,12,489325,Kharif_2020
VIZIANAGARAM,GARIVIDI,THONDRANGI,97,2,179450,Rabi_2020
VIZIANAGARAM,BALIJIPETA,CHILAKALAPALLI,121.5,1,224775,Rabi_2020
VIZIANAGARAM,SALUR,PEDAPDAM,27.5,1,50875,Rabi_2020
VIZIANAGARAM,NELLIMARLA,TANGUDUBILLI,224,3,414400,Rabi_2020
VIZIANAGARAM,CHEEPURUPALLI,PERIPI,1285.5,55,2378175,Kharif_2020
VIZIANAGARAM,GARIVIDI,K.L.PURAM,1294.5,74,2394825,Kharif_2020
VIZIANAGARAM,GURLA,THATIPUDI,461,26,852850,Kharif_2020
VIZIANAGARAM,MAKKUVA,KASIPATNAM,526.5,8,974025,Kharif_2020
VIZIANAGARAM,PACHIPENTA,MOSURU,2478.5,70,4585225,Kharif_2020
VIZIANAGARAM,BALIJIPETA,VANTARAM,1292.5,68,2391125,Kharif_2020
VIZIANAGARAM,GURLA,PENUBARTHI,5287,157,9780950,Kharif_2020
VIZIANAGARAM,GURLA,VALLAPURAM,1070.5,70,1980425,Kharif_2020
VIZIANAGARAM,THERLAM,UDDAVOLU,2306,105,4266100,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,GARBHAM1,1912.5,54,3538125,Kharif_2020
VIZIANAGARAM,BALIJIPETA,PEDDIMPETA,119.5,9,221075,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,GOLLALAVALASA,1316,42,2434600,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,SOMPURAM,751.5,36,1390275,Kharif_2020
VIZIANAGARAM,THERLAM,SUNDARADA,2039,68,3772150,Kharif_2020
VIZIANAGARAM,THERLAM,PANUKUVALASA,338.5,21,626225,Kharif_2020
VIZIANAGARAM,PARVATHIPURAM,PUTTURU,39,3,72150,Kharif_2020
VIZIANAGARAM,PACHIPENTA,RAIGUDDIVALASA,2430.5,40,4496425,Kharif_2020
VIZIANAGARAM,BOBBILI,GOPALARAYADUPETA,328.5,9,607725,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,GOLLALAMULAGAM,1085.5,30,2008175,Kharif_2020
VIZIANAGARAM,CHEEPURUPALLI,NIMMALAVALASA,2721,41,5033850,Kharif_2020
VIZIANAGARAM,GURLA,JAMMU,2007.5,66,3713875,Rabi_2020
VIZIANAGARAM,GARIVIDI,KAPUSAMBHAM,772.5,20,1429125,Rabi_2020
VIZIANAGARAM,GARIVIDI,KODURU,549,3,1015650,Rabi_2020
VIZIANAGARAM,GURLA,GUJJANGIVALASA,149,3,275650,Rabi_2020
VIZIANAGARAM,SALURU,JEEGIRAM,62.5,1,115625,Rabi_2020
VIZIANAGARAM,THERLAM,THERLAM1,325,19,601250,Kharif_2020
VIZIANAGARAM,BOBBILI,METTAVALASA,16,2,29600,Kharif_2020
VIZIANAGARAM,SALUR,KANDULAPADAM,498,12,921300,Kharif_2020
VIZIANAGARAM,BADANGI,TENTUVALASA,428.5,11,792725,Kharif_2020
VIZIANAGARAM,PACHIPENTA,KOTIKIPENTA,1304.5,16,2413325,Rabi_2020
VIZIANAGARAM,PUSAPATIREGA,KOLLAYAVALASA,21,1,38850,Rabi_2020
VIZIANAGARAM,GARIVIDI,MANDIRAVALASA,77.5,2,143375,Kharif_2020
VIZIANAGARAM,BADANGI,DONKINAVALASA,243.5,10,450475,Kharif_2020
VIZIANAGARAM,KOMARADA,KALLIKOTA,1349.5,11,2496575,Rabi_2020
VIZIANAGARAM,CHEEPURUPALLI,CHEEPURUPALLI5,164,5,303400,Rabi_2020
VIZIANAGARAM,NELLIMARLA,SATHIVADA,13,1,24050,Kharif_2020
VIZIANAGARAM,MERAKAMUDIDAM,GOLLALAVALASA,537,7,993450,Rabi_2020
VIZIANAGARAM,PACHIPENTA,RAIGUDDIVALASA,44.5,1,82325,Rabi_2020
VIZIANAGARAM,GARIVIDI,SIVARAM,428,11,791800,Rabi_2020
VIZIANAGARAM,GARIVIDI,KONDADADI,337.5,9,624375,Kharif_2020
VIZIANAGARAM,BALIJIPETA,PEDAPENKI1,82,4,151700,Kharif_2020
VIZIANAGARAM,BALIJIPETA,PADAMAYAVALASA,83,2,153550,Kharif_2020
VIZIANAGARAM,BALIJIPETA,PALAGARA,88,2,162800,Rabi_2020
VIZIANAGARAM,NELLIMARLA,BURADAPETA,155.5,3,287675,Kharif_2020
VIZIANAGARAM,THERLAM,PUNUVALASA,70,1,129500,Kharif_2020
VIZIANAGARAM,MAKKUVA,CHEMUDU,61,1,112850,Rabi_2020
VIZIANAGARAM,NELLIMARLA,SATHIVADA,57.5,2,106375,Rabi_2020
VIZIANAGARAM,SALUR,MAMIDIPALLI,1318.5,42,2439225,Kharif_2020
VIZIANAGARAM,RAMABHADRAPURAM,ROMPALLI,2622,80,4850700,Kharif_2020
VIZIANAGARAM,SALURU,SIVARAMPURAM,849,26,1570650,Kharif_2020
VIZIANAGARAM,GARIVIDI,DEVADA,1033,51,1911050,Kharif_2020
VIZIANAGARAM,SALUR,JEEGIRAM,5830,103,10785500,Kharif_2020
VIZIANAGARAM,PUSAPATIREGA,VEMPADAM,166,12,307100,Kharif_2020
VIZIANAGARAM,GARIVIDI,THONDRANGI,1030,39,1905500,Kharif_2020
VIZIANAGARAM,PARVATHIPURAM,D.K.PATNAM,1061.5,15,1963775,Kharif_2020
VIZIANAGARAM,DATTIRAJERU,PORALI,1751.5,58,3240275,Kharif_2020
VIZIANAGARAM,GARIVIDI,KONDASAMBHAM,1799.5,64,3329075,Kharif_2020
VIZIANAGARAM,KOMARADA,GUNANUPURAM,306,10,566100,Kharif_2020
VIZIANAGARAM,GURLA,PALLIGANDREDU,648.5,21,1199725,Rabi_2020
YSR,PULIVENDULA,ERRABALLI2,5.95,1,31386.25,Kharif_2020
YSR,BADVEL,ANANTHARAJUPURAM,207.5,9,446125,Kharif_2020
YSR,VALLUR,PAIDIKALVA,795.5,62,4057050,Rabi_2020
YSR,CHITVEL,POLLOPALLI,148.5,15,319275,Kharif_2020
YSR,THONDUR,NALLACHERUVUPALLI,18.2,1,96005,Kharif_2020
YSR,VALLUR,T.G.PALLI,584.5,52,2980950,Rabi_2020
YSR,VEMPALLE,ALAVALAPADU,68,4,346800,Rabi_2020
YSR,PORUMAMILLA,KORRAPATIPALLI,323.5,20,695525,Kharif_2020
YSR,ATLOOR,ATLOOR,554.5,28,1192175,Kharif_2020
YSR,THONDUR,BUCHUPALLI,92.75,11,417375,Kharif_2020
YSR,THONDUR,AGADUR,52.85,7,237825,Kharif_2020
YSR,VEMPALLE,RAMIREDDYPALLI,91.7,8,483717.5,Kharif_2020
YSR,SIMHADRIPURAM,ANKALAMMAGUDURU,80.5,7,410550,Rabi_2020
YSR,KHAJIPETA,C.KOTHAPETA,33,1,61050,Kharif_2020
YSR,PULIVENDULA URBAN,ATCHAVALLI,118,9,601800,Rabi_2020
YSR,PULLAMPET,TKAMMAPALLL,14,2,30100,Kharif_2020
YSR,KHAJIPETA,CHEMMULAPALLI,52,2,96200,Kharif_2020
YSR,PORUMAMILLA,TEKURUPETA,12.5,2,26875,Kharif_2020
YSR,KALASAPADU,CHENNUPALLE,3859.5,141,8297925,Kharif_2020
YSR,PORUMAMILLA,CHINNAYERASALA,1125,43,2081250,Kharif_2020
YSR,B.KODUR,PRABHALAVEEDU,293,14,629950,Kharif_2020
YSR,ATLOOR,MUTHUKUR,95.5,4,205325,Kharif_2020
YSR,SIDHOUT,UPPARAPALLI,244.5,29,525675,Kharif_2020
YSR,RAYACHOTY,CHENNAMUKKAPALLI1,5.6,1,29540,Kharif_2020
YSR,PENDLIMARRI,PENDLIMARRI,36.5,3,186150,Rabi_2020
YSR,RAYACHOTY,PEMMADAPALLI,31.15,4,164316.25,Kharif_2020
YSR,BADVEL,VANAMPULA,21,1,45150,Kharif_2020
YSR,RAJUPALEM,KORRAPADU,73,4,372300,Rabi_2020
YSR,KODUR,BOJJAVARIPALLI,16.5,2,35475,Kharif_2020
YSR,RAYACHOTY,KATIMAYAKUNTA,10.85,1,57233.75,Kharif_2020
YSR,C.K.DINNE,IPPAPENTA1,40,2,86000,Kharif_2020
YSR,LINGALA,PEDDAKUDALA,16.8,1,88620,Kharif_2020
YSR,GOPAVARAM,TSANDRAPALLI,1602.5,94,3445375,Kharif_2020
YSR,MUDDANUR,UPPALUR,318,12,588300,Kharif_2020
YSR,BADVEL URBAN,GOPAVARAM,248,6,533200,Kharif_2020
YSR,MUDDANUR,KO!AVAIL,82,5,151700,Kharif_2020
YSR,T.SUNDUPALLI,CHINNAGOLLAPALLI,80.5,6,173075,Kharif_2020
YSR,VEMPALLE,KATHALURU,63,3,321300,Rabi_2020
YSR,KONDAPURAM,POTTIPADU,189,4,349650,Kharif_2020
YSR,PORUMAMILLA,SIDDAVARAM,165,14,354750,Kharif_2020
YSR,VALLUR,VALLUR,14,2,71400,Rabi_2020
YSR,THONDUR,AGADUR,16.5,1,84150,Rabi_2020
YSR,PENDLIMARRI,VELLATURU,16,1,81600,Rabi_2020
YSR,BADVEL URBAN,VANAMPULA,1076,66,2313400,Kharif_2020
YSR,PORUMAMILLA,T.SALLAGIRIGELLA,1233.5,72,2652025,Kharif_2020
YSR,KALASAPADU,THELLAPADU,823,40,1769450,Kharif_2020
YSR,VEMULA,NALLACHERUVUPALLI,179.9,16,948972.5,Kharif_2020
YSR,VEMULA,GOLLALAGUDURU,116.5,10,594150,Rabi_2020
YSR,BADVEL URBAN,RAJUPALEM,134,3,288100,Kharif_2020
YSR,BADVEL,RAJUPALEM,329,12,707350,Kharif_2020
YSR,YERRAGUNTLA,CHIRRAJUPALLI,82.5,1,152625,Kharif_2020
YSR,PENAGALUR,OBILI,108,6,232200,Kharif_2020
YSR,RAYACHOTY,YANDAPALLI,29.25,3,154293.75,Kharif_2020
YSR,PORUMAMILLA,THIMMAREDDYPALLI,50,3,107500,Kharif_2020
YSR,PULLAMPET,APPALAHRAJUPETA,46.5,6,99975,Kharif_2020
YSR,BADVEL,THIRUVENGALAPURAM,112.5,10,241875,Kharif_2020
YSR,B.KODUR,THUMMALAPALLI,285,7,612750,Kharif_2020
YSR,PORUMAMILLA,TEKURUPETA,161,8,297850,Kharif_2020
YSR,C.K.DINNE,PAPASAHEBPETA,5.5,2,28050,Rabi_2020
YSR,KODUR,RAGHAVARAJAPURAM,19.5,1,41925,Kharif_2020
YSR,PENAGALUR,SINGAREDDYPALLI,12.5,1,26875,Kharif_2020
YSR,KALASAPADU,E.THAMBALLAPALLE,47,4,101050,Kharif_2020
YSR,PENAGALUR,PONDALUR,398.5,20,856775,Kharif_2020
YSR,YERRAGUNTLA,POTLADURTHI,362,24,1846200,Rabi_2020
YSR,VEMPALLE,MUTHUKURU,310,16,1581000,Rabi_2020
YSR,SIMHADRIPURAM,PAIDIPALEM,70.7,9,356396.25,Kharif_2020
YSR,SIMHADRIPURAM,SUNKESULA,32.55,6,150815,Kharif_2020
YSR,ATLOOR,KAMALAKUR,106.5,6,228975,Kharif_2020
YSR,ATLOOR,MADAPUR,493,25,1059950,Kharif_2020
YSR,BADVEL URBAN,KONGALAVEEDU,714.5,21,1536175,Kharif_2020
YSR,PEDDAMUDIUM,KONDASUKESULA,187,4,345950,Kharif_2020
YSR,RAJUPALEM,VELAVALI,37,3,188700,Rabi_2020
YSR,VALLUR,KOPPOLU,180.5,17,920550,Rabi_2020
YSR,SIMHADRIPURAM,HIMAKUNTLA,23.1,3,121852.5,Kharif_2020
YSR,VALLUR,DUGGAYAPALLI,67.5,7,344250,Rabi_2020
YSR,VEMULA,NALLACHERUVUPALLI,20,3,102000,Rabi_2020
YSR,PENDLIMARRI,GANGANAPALLI,17,1,86700,Rabi_2020
YSR,BADVEL,KONGALAVEEDU,751.5,28,1615725,Kharif_2020
YSR,GOPAVARAM,KALUVAPALLI,1064.5,59,2288675,Kharif_2020
YSR,PORUMAMILLA,AKKALAREDDYPALLI,1470.5,74,3161575,Kharif_2020
YSR,PENAGALUR,NALLAPUREDDYPALLI,620,18,1333000,Kharif_2020
YSR,KODUR,ANANTHARAJUPET1,57,7,122550,Kharif_2020
YSR,PULIVENDULA URBAN,ERRABALLI2,7,1,31500,Kharif_2020
YSR,B.MATTAM,T.SOUDARIVARIPALLI,292.5,8,628875,Kharif_2020
YSR,PULIVENDULA,ATCHAVALLI,39.2,7,206780,Kharif_2020
YSR,PULIVENDULA,RAGIMANIPALLI,80.15,9,422791.25,Kharif_2020
YSR,GOPAVARAM,BRAHMANAPALLI,124,5,266600,Kharif_2020
YSR,BADVEL URBAN,THIRUVENGALAPURAM,15,1,32250,Kharif_2020
YSR,SIMHADRIPURAM,LOMADA,8.4,1,37800,Kharif_2020
YSR,PORUMAMILLA,PULLIVEEDU,18.5,1,39775,Kharif_2020
YSR,GOPAVARAM,GOPAVARAM,2931,118,6301650,Kharif_2020
YSR,GOPAVARAM,BETHAYAPALLI,1926,68,4140900,Kharif_2020
YSR,KALASAPADU,E.RAMAPURAM,1064.5,37,2288675,Kharif_2020
YSR,BADVEL,VEERAPALLI,568,19,1221200,Kharif_2020
YSR,SAMBEPALLE,NARAYANAREDDIPALLI,123.55,13,651726.25,Kharif_2020
YSR,ATLOOR,KUMBHAGIRI,331,11,711650,Kharif_2020
YSR,VEMULA,VEMULA,56.7,8,279833.75,Kharif_2020
YSR,PEDDAMUDIUM,J.KOTHAPALLI,164.5,7,838950,Rabi_2020
YSR,VALLUR,DIGUVAPALLI,156,14,795600,Rabi_2020
YSR,SIMHADRIPURAM,SUNKESULA,311.5,20,1588650,Rabi_2020
YSR,PENAGALUR,PENAGALUR,381,33,819150,Kharif_2020
YSR,PORUMAMILLA,NAGALAKUNTLA,259,9,556850,Kharif_2020
YSR,PORUMAMILLA,DAMMANAPALLI,240,18,516000,Kharif_2020
YSR,KHAJIPETA,CHENNAMUKKAPALLI,76.5,2,141525,Kharif_2020
YSR,VEMPALLE,RAMIREDDYPALLI,320,15,1632000,Rabi_2020
YSR,ATLOOR,KONDURU,48.5,1,104275,Kharif_2020
YSR,S.A.K.N. MANDAL,ITUGULLAPADU,51,3,109650,Kharif_2020
YSR,PENDLIMARRI,THIPPIREDDIPALLI,55,4,280500,Rabi_2020
YSR,PULIVENDULA,ATCHAVALLI,11,1,56100,Rabi_2020
YSR,GOPAVARAM,RACHAYAPETA,1082,61,2326300,Kharif_2020
YSR,B.KODUR,MEKAVARIPALLI,385,8,827750,Kharif_2020
YSR,BADVEL,CHINTALACHERUVU,376,21,808400,Kharif_2020
YSR,PENAGALUR,ETIMARPURAM,395.5,21,850325,Kharif_2020
YSR,SIMHADRIPURAM,GURIJALA,282.45,51,1449507.5,Kharif_2020
YSR,C.K.DINNE,IPPAPENTA2,115,9,247250,Kharif_2020
YSR,VEMULA,VEMULA,78.5,9,400350,Rabi_2020
YSR,RAJUPALEM,ERUVAPALEM,177.5,6,905250,Rabi_2020
YSR,VALLUR,LEBAKA,133.5,13,680850,Rabi_2020
YSR,SIMHADRIPURAM,KASANURU,84.7,12,441638.75,Kharif_2020
YSR,SIMHADRIPURAM,PAIDIPALEM,24.5,1,124950,Rabi_2020
YSR,VALLUR,KOTLURU,33,6,168300,Rabi_2020
YSR,KODUR,CHIYYAVARAM,105,8,225750,Kharif_2020
YSR,SIMHADRIPURAM,SIMHADRIPURAM1,75.95,11,398195,Kharif_2020
YSR,PENDLIMARRI,PATHASANGATIPALLI,91.5,4,466650,Rabi_2020
YSR,SIMHADRIPURAM,SIMHADRIPURAM1,132,7,673200,Rabi_2020
